trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
321,False,"{'a': 0.6, 'e': 0.04076220397836621}",20,1,16.716412287733196,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
322,False,"{'a': 0.6, 'e': 0.04035661327203115}",25,12,25.315289446666824,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.6, 'e': 0.039955058260653896}",30,16,23.950944920871823,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.6, 'e': 0.039557498788398725}",30,12,29.652131551546358,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
325,False,"{'a': 0.6, 'e': 0.039163895098987066}",20,13,13.174138265112664,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.6, 'e': 0.03877420783172201}",20,13,11.995289915201887,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
327,False,"{'a': 0.6, 'e': 0.038388398017552054}",25,14,-2.322422878489741,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
328,False,"{'a': 0.6, 'e': 0.038006427075174314}",35,14,28.905082481925813,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.6, 'e': 0.0376282568071762}",30,14,32.306966687665856,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.6, 'e': 0.03725384939621581}",20,14,9.211163080724498,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.6, 'e': 0.036883167401239994}",20,0,28.142324686067855,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
332,False,"{'a': 0.6, 'e': 0.0365161737537404}",20,1,35.031698728284816,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
333,False,"{'a': 0.6, 'e': 0.03615283175404641}",20,10,7.02496157485104,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.6, 'e': 0.0357931050676553}",20,6,23.32500345565514,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.6, 'e': 0.03543695772159864}",30,7,26.613529486362786,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
336,False,"{'a': 0.6, 'e': 0.035084354100845025}",25,13,22.49352971780777,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
337,False,"{'a': 0.6, 'e': 0.03473525894473856}",25,0,43.02701082339109,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
338,False,"{'a': 0.6, 'e': 0.03438963734347271}",20,8,18.707631488010733,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.6, 'e': 0.034047454734599344}",25,15,16.71996999917258,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.6, 'e': 0.033708676899572396}",20,7,24.595854547803164,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.6, 'e': 0.03337326996032608}",20,12,15.569863586277208,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.6, 'e': 0.03304120037588693}",25,0,21.254975406835975,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
343,False,"{'a': 0.6, 'e': 0.03271243493901982}",20,10,-20.147292735235318,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
344,False,"{'a': 0.6, 'e': 0.03238694077290704}",25,14,9.381966921325397,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
345,False,"{'a': 0.6, 'e': 0.03206468532786077}",30,15,26.485142948584194,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.6, 'e': 0.03174563637806794}",25,11,-19.598504991400183,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
347,False,"{'a': 0.6, 'e': 0.03142976201836771}",20,0,36.290129682308006,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
348,False,"{'a': 0.6, 'e': 0.03111703066106086}",30,10,25.991505526316296,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.6, 'e': 0.030807411032751076}",20,7,22.40310121723155,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
350,False,"{'a': 0.6, 'e': 0.030500872171217483}",30,17,16.240847921409838,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
351,False,"{'a': 0.6, 'e': 0.0301973834223185}",35,8,33.86681069000805,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 0}",1
352,False,"{'a': 0.6, 'e': 0.029896914436926308}",20,12,8.561012895176725,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.6, 'e': 0.029599435167892}",20,0,18.704782236950876,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
354,False,"{'a': 0.6, 'e': 0.029304915867040746}",30,13,-14.329678020621667,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
355,False,"{'a': 0.6, 'e': 0.029013327082197053}",25,17,13.307965430932198,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.6, 'e': 0.028724639654239423}",20,0,31.934872188996515,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
357,False,"{'a': 0.6, 'e': 0.028438824714184505}",35,6,35.29010960620271,"{0: 27, 1: 2, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.6, 'e': 0.028155853680300096}",20,5,28.599722640179166,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.6, 'e': 0.027875698255247015}",20,13,13.431197980729511,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.6, 'e': 0.027598330423249287}",20,6,-20.264626404178745,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
361,False,"{'a': 0.6, 'e': 0.02732372244729256}",20,0,-58.71982701543852,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
362,False,"{'a': 0.6, 'e': 0.027051846866350416}",30,10,29.40350016774666,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.6, 'e': 0.026782676492638175}",25,18,14.227224806244926,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
364,False,"{'a': 0.6, 'e': 0.02651618440889418}",20,2,28.178781632987057,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.6, 'e': 0.02625234396568796}",20,16,9.528371786101706,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.6, 'e': 0.025991128778755347}",30,17,24.490111582089668,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.6, 'e': 0.02573251272635994}",25,1,28.046372816183652,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
368,False,"{'a': 0.6, 'e': 0.025476469946681016}",20,11,17.213452199107873,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
369,False,"{'a': 0.6, 'e': 0.025222974835227212}",30,10,37.29825696386468,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.6, 'e': 0.024972002042276155}",20,5,23.214101360121283,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.6, 'e': 0.024723526470339388}",20,3,17.692800420282502,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
372,False,"{'a': 0.6, 'e': 0.02447752327165267}",20,6,24.891846142477924,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.6, 'e': 0.024233967845691113}",20,6,23.681388168497513,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.6, 'e': 0.023992835836709175}",25,18,14.621782003796648,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.6, 'e': 0.023754103131304997}",25,17,15.30705135641456,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.6, 'e': 0.023517745856009107}",20,9,20.791968470498382,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.6, 'e': 0.023283740374897}",20,7,10.379443587505614,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
378,False,"{'a': 0.6, 'e': 0.02305206328722557}",30,0,42.87238609398812,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
379,False,"{'a': 0.6, 'e': 0.02282269142509297}",20,0,33.32038571324659,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
380,False,"{'a': 0.6, 'e': 0.022595601851121864}",30,12,32.45301001802133,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.6, 'e': 0.02237077185616559}",25,0,38.95387052542372,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
382,False,"{'a': 0.6, 'e': 0.022148178957037315}",30,9,35.96996319415387,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.6, 'e': 0.02192780089426161}",25,14,10.18734976213618,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.6, 'e': 0.02170961562984857}",20,12,-5.050222997331547,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
385,False,"{'a': 0.6, 'e': 0.021493601345089923}",30,1,48.422691502932736,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.6, 'e': 0.02127973643837717}",35,19,32.17398127307479,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.6, 'e': 0.021067999523041434}",25,5,33.219263428839874,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.6, 'e': 0.02085836942521472}",25,13,24.475256061874813,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.6, 'e': 0.020650825181712566}",30,13,31.231174996305402,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.6, 'e': 0.020445346037937653}",20,9,21.19843855994618,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.6, 'e': 0.02024191144580439}",20,3,34.30293311235622,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.6, 'e': 0.020040501061684014}",25,18,14.055871493947306,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.6, 'e': 0.019841094744370288}",20,5,27.244785800728256,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.6, 'e': 0.019643672553065292}",20,9,18.224647152037424,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.6, 'e': 0.01944821474538539}",20,0,25.88842582580078,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
396,False,"{'a': 0.6, 'e': 0.01925470177538692}",20,8,22.58812358428692,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.6, 'e': 0.019063114291611637}",20,0,30.389625790964168,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
398,False,"{'a': 0.6, 'e': 0.018873433135151486}",20,0,30.737593524989073,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
399,False,"{'a': 0.6, 'e': 0.018685639337732773}",25,11,24.378913937425096,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.6, 'e': 0.018499714119819242}",20,8,26.191827609864404,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.6, 'e': 0.01831563888873418}",25,17,15.052163674670968,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.6, 'e': 0.018133395236801075}",20,10,18.6878019616089,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.6, 'e': 0.01795296493950285}",35,19,25.93605299951854,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.6, 'e': 0.01777432995365944}",20,14,-10.933615144606371,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
405,False,"{'a': 0.6, 'e': 0.017597472415623393}",30,18,21.606966954554103,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.6, 'e': 0.017422374639493515}",35,22,11.749890976317284,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
407,False,"{'a': 0.6, 'e': 0.017249019115346265}",25,15,17.32637448943045,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.6, 'e': 0.017077388507484793}",20,8,10.697384745636793,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
409,False,"{'a': 0.6, 'e': 0.01690746565270528}",20,13,12.280629429382975,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.6, 'e': 0.016739233558580632}",20,8,26.001177002665813,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.6, 'e': 0.016572675401761255}",20,2,26.74063280465498,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.6, 'e': 0.016407774526292645}",25,14,21.603004889850034,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.6, 'e': 0.01624451444194987}",25,17,15.56626882093751,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.6, 'e': 0.016082878822588433}",20,7,17.614640135947354,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.6, 'e': 0.015922851504511698}",20,7,27.243589534392445,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.6, 'e': 0.015764416484854486}",25,5,34.121341073593555,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.6, 'e': 0.01560755791998283}",20,3,28.68910726342781,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.6, 'e': 0.015452260123909515}",25,19,12.357267251012905,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.6, 'e': 0.015298507566725518}",35,22,21.923727032092906,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.6, 'e': 0.01514628487304698}",35,16,21.660686969770314,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.6, 'e': 0.014995576820477703}",25,16,-25.41380116339431,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
422,False,"{'a': 0.6, 'e': 0.014846368338086832}",20,9,21.77348200763964,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.6, 'e': 0.014698644504901784}",25,4,-10.620350074793597,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
424,False,"{'a': 0.6, 'e': 0.014552390548416123}",20,3,27.646719898027655,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.6, 'e': 0.01440759184311235}",20,8,20.64446385864899,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.6, 'e': 0.014264233908999256}",20,7,27.173935165944307,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.6, 'e': 0.014122302410163962}",25,17,15.477804695992814,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.6, 'e': 0.013981783153338296}",30,24,9.832147564336461,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.6, 'e': 0.013842662086479501}",30,12,22.01346309166624,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
430,False,"{'a': 0.6, 'e': 0.013704925297364945}",20,0,24.200676690859034,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
431,False,"{'a': 0.6, 'e': 0.013568559012200934}",25,7,31.68142930525183,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.6, 'e': 0.013433549594245302}",20,6,28.0730288652441,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.6, 'e': 0.013299883542443767}",25,11,24.817940099048688,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.6, 'e': 0.013167547490079751}",20,11,16.641127411961996,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.6, 'e': 0.013036528203437736}",30,24,10.451190138613253,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.6, 'e': 0.012906812580479862}",20,2,24.557560593950253,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.6, 'e': 0.01277838764953576}",30,18,24.743311200215224,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.6, 'e': 0.012651240568005305}",25,9,30.497215910008634,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.6, 'e': 0.012525358621074385}",25,0,26.083690024020314,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
440,False,"{'a': 0.6, 'e': 0.012400729220443406}",20,0,28.587310480213343,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.6, 'e': 0.012277339903068436}",20,16,6.786449914814848,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.6, 'e': 0.012155178329914935}",20,1,29.03687831940507,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.6, 'e': 0.012034232284723775}",30,0,45.539902663041644,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
444,False,"{'a': 0.6, 'e': 0.011914489672789647}",30,16,22.32986333494183,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.6, 'e': 0.011795938519751562}",20,10,21.970055856188395,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.6, 'e': 0.011678566970395442}",20,7,20.474980370876512,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.6, 'e': 0.011562363287468536}",25,18,12.275528844333785,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.6, 'e': 0.01144731585050571}",20,0,27.115456905844407,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
449,False,"{'a': 0.6, 'e': 0.011333413154667387}",25,0,39.219713681869074,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
450,False,"{'a': 0.6, 'e': 0.011220643809589084}",20,6,26.248236003311582,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.6, 'e': 0.011108996538242306}",30,13,20.982208894526792,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
452,False,"{'a': 0.6, 'e': 0.010998460175806881}",25,10,29.245165636334484,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.6, 'e': 0.01088902366855444}",20,6,20.634939169506293,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.6, 'e': 0.010780676072743084}",20,0,28.964036817310927,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
455,False,"{'a': 0.6, 'e': 0.010673406553522925}",25,10,27.778238592901914,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.6, 'e': 0.010567204383852655}",25,4,38.976944872585996,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.6, 'e': 0.010462058943426795}",30,3,20.611870115908058,"{0: 26, 1: 0, 2: 0, 3: 1, 4: 0}",1
458,False,"{'a': 0.6, 'e': 0.010357959717613696}",30,15,19.558345009184446,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.6, 'e': 0.010254896296404022}",25,5,34.29795280187523,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.6, 'e': 0.010152858373369763}",25,7,30.825842845366637,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.6, 'e': 0.010051835744633576}",25,12,28.257215297355074,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.6, 'e': 0.00995181830784842}",25,0,36.06531883245073,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1,True,"{'a': 0, 'e': 0}",30,13,26.859075563774038,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,0,30.864714774264947,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
3,True,"{'a': 0, 'e': 0}",20,6,27.71481892148985,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,16,17.68235145719636,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,8,19.67819366222824,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",30,14,27.46447688158266,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,6,24.969423265805045,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,13,13.299059768492711,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,13,19.257869362029297,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,8,31.584033614093713,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
